"","Count","Words"
"last week a",82,"last week a"
"me as much",82,"me as much"
"time to have",82,"time to have"
"completion of the",82,"completion of the"
"for days and",82,"for days and"
"that time and",82,"that time and"
"for minutes until",82,"for minutes until"
"our friends and",82,"our friends and"
"in a white",82,"in a white"
"the availability of",82,"the availability of"
"on a bus",82,"on a bus"
"the people they",82,"the people they"
"the project will",82,"the project will"
"nearly two years",82,"nearly two years"
"of the bowl",82,"of the bowl"
"and see a",82,"and see a"
"but i see",82,"but i see"
"choose to be",82,"choose to be"
"fuck out of",82,"fuck out of"
"of his head",82,"of his head"
"last several years",82,"last several years"
"in my career",82,"in my career"
"problem with that",82,"problem with that"
"that everything is",82,"that everything is"
"blue and white",82,"blue and white"
"of their first",82,"of their first"
"is something to",82,"is something to"
"that means you",82,"that means you"
"came as a",82,"came as a"
"it's an interesting",82,"it's an interesting"
"down to it",82,"down to it"
"the epitome of",82,"the epitome of"
"talk about my",82,"talk about my"
"in an instant",82,"in an instant"
"you are i",82,"you are i"
"we don't see",82,"we don't see"
"the fabric of",82,"the fabric of"
"is called a",82,"is called a"
"year when the",82,"year when the"
"in english and",82,"in english and"
"growth of the",82,"growth of the"
"in a story",82,"in a story"
"but does not",82,"but does not"
"time to change",82,"time to change"
"and it should",82,"and it should"
"we just want",82,"we just want"
"apply for a",82,"apply for a"
"for them i",82,"for them i"
"at the market",82,"at the market"
"effort to get",82,"effort to get"
"we are taking",82,"we are taking"
"you did it",82,"you did it"
"and give you",82,"and give you"
"saying he was",82,"saying he was"
"an assortment of",82,"an assortment of"
"the past days",82,"the past days"
"more people to",82,"more people to"
"already has a",82,"already has a"
"with the dragon",82,"with the dragon"
"as they could",82,"as they could"
"to have in",82,"to have in"
"a senior at",82,"a senior at"
"so sorry for",82,"so sorry for"
"the legislature to",82,"the legislature to"
"many things to",82,"many things to"
"faces up to",82,"faces up to"
"evidence of the",82,"evidence of the"
"it let me",82,"it let me"
"like having a",82,"like having a"
"time with your",82,"time with your"
"in the sea",82,"in the sea"
"will talk about",82,"will talk about"
"a message that",82,"a message that"
"father was a",82,"father was a"
"if you agree",82,"if you agree"
"i think we've",82,"i think we've"
"the opposite side",82,"the opposite side"
"from both sides",82,"from both sides"
"it sure is",82,"it sure is"
"i wonder who",82,"i wonder who"
"most of your",82,"most of your"
"rose percent in",82,"rose percent in"
"a fantastic day",82,"a fantastic day"
"the car is",82,"the car is"
"it have to",82,"it have to"
"was there and",82,"was there and"
"the securities and",82,"the securities and"
"was moved to",82,"was moved to"
"have a dream",82,"have a dream"
"new york a",82,"new york a"
"be that way",82,"be that way"
"a board member",82,"a board member"
"and in many",82,"and in many"
"i can live",82,"i can live"
"to work tomorrow",82,"to work tomorrow"
"you on your",82,"you on your"
"time last night",82,"time last night"
"come on now",82,"come on now"
"formerly known as",82,"formerly known as"
"air force base",82,"air force base"
"need help with",82,"need help with"
"built on the",82,"built on the"
"conspiracy to commit",82,"conspiracy to commit"
"a team and",82,"a team and"
"me a new",82,"me a new"
"was set to",82,"was set to"
"board of supervisors",82,"board of supervisors"
"said that's what",82,"said that's what"
"meeting at the",82,"meeting at the"
"but we're not",82,"but we're not"
"when he left",82,"when he left"
"a fine line",82,"a fine line"
"it can get",82,"it can get"
"that included a",82,"that included a"
"she also said",82,"she also said"
"it to say",82,"it to say"
"someone needs to",82,"someone needs to"
"the finishing touches",82,"the finishing touches"
"university of colorado",82,"university of colorado"
"the port of",82,"the port of"
"performance in the",82,"performance in the"
"a great movie",82,"a great movie"
"in spring training",82,"in spring training"
"of the district's",82,"of the district's"
"to advance to",82,"to advance to"
"filed a lawsuit",82,"filed a lawsuit"
"of the missouri",82,"of the missouri"
"the friends of",82,"the friends of"
"last year according",82,"last year according"
"the november ballot",82,"the november ballot"
"happy st patrick's",82,"happy st patrick's"
"the agency said",82,"the agency said"
"block of south",82,"block of south"
"would follow me",82,"would follow me"
"hope u have",82,"hope u have"
"rt have a",82,"rt have a"
"moment when you're",82,"moment when you're"
"was it the",81,"was it the"
"a great group",81,"a great group"
"agree that the",81,"agree that the"
"care less about",81,"care less about"
"me i feel",81,"me i feel"
"the view from",81,"the view from"
"her that i",81,"her that i"
"this world and",81,"this world and"
"have worked with",81,"have worked with"
"the great thing",81,"the great thing"
"arrested in the",81,"arrested in the"
"kind of love",81,"kind of love"
"that has made",81,"that has made"
"house and i",81,"house and i"
"the boy was",81,"the boy was"
"i have such",81,"i have such"
"will work with",81,"will work with"
"he gets to",81,"he gets to"
"your life you",81,"your life you"
"and everyone is",81,"and everyone is"
"a movie with",81,"a movie with"
"works of art",81,"works of art"
"as the day",81,"as the day"
"but it took",81,"but it took"
"know what they're",81,"know what they're"
"the others are",81,"the others are"
"but he wasn't",81,"but he wasn't"
"one for a",81,"one for a"
"when she said",81,"when she said"
"is i think",81,"is i think"
"it's a real",81,"it's a real"
"finish in the",81,"finish in the"
"i really did",81,"i really did"
"and through the",81,"and through the"
"along with her",81,"along with her"
"don't ask me",81,"don't ask me"
"i am done",81,"i am done"
"answer is yes",81,"answer is yes"
"thing that is",81,"thing that is"
"to pull it",81,"to pull it"
"you could also",81,"you could also"
"to ask questions",81,"to ask questions"
"at the pool",81,"at the pool"
"involved in this",81,"involved in this"
"in a positive",81,"in a positive"
"i realize i",81,"i realize i"
"the same size",81,"the same size"
"down the aisle",81,"down the aisle"
"decided to leave",81,"decided to leave"
"a year since",81,"a year since"
"that in order",81,"that in order"
"fit in the",81,"fit in the"
"the books and",81,"the books and"
"after a brief",81,"after a brief"
"about any of",81,"about any of"
"from the kitchen",81,"from the kitchen"
"ride to the",81,"ride to the"
"from here on",81,"from here on"
"just don't like",81,"just don't like"
"the train station",81,"the train station"
"president joe biden",81,"president joe biden"
"want to continue",81,"want to continue"
"pictures of my",81,"pictures of my"
"anyone with a",81,"anyone with a"
"and we went",81,"and we went"
"is never a",81,"is never a"
"i know when",81,"i know when"
"remember when you",81,"remember when you"
"to compensate for",81,"to compensate for"
"i have loved",81,"i have loved"
"of the places",81,"of the places"
"time i thought",81,"time i thought"
"is all over",81,"is all over"
"to find them",81,"to find them"
"to be born",81,"to be born"
"is that these",81,"is that these"
"market in the",81,"market in the"
"a focus on",81,"a focus on"
"what had been",81,"what had been"
"as though the",81,"as though the"
"that wants to",81,"that wants to"
"based on your",81,"based on your"
"i decided it",81,"i decided it"
"set it up",81,"set it up"
"and more like",81,"and more like"
"and it could",81,"and it could"
"that was supposed",81,"that was supposed"
"with a low",81,"with a low"
"a much larger",81,"a much larger"
"i'm beginning to",81,"i'm beginning to"
"pain in my",81,"pain in my"
"send an email",81,"send an email"
"not sure but",81,"not sure but"
"after seeing the",81,"after seeing the"
"sense of what",81,"sense of what"
"with my little",81,"with my little"
"something on the",81,"something on the"
"his eyes and",81,"his eyes and"
"of your work",81,"of your work"
"that came from",81,"that came from"
"for it the",81,"for it the"
"your support and",81,"your support and"
"love of my",81,"love of my"
"money to the",81,"money to the"
"up to in",81,"up to in"
"to the third",81,"to the third"
"of the cold",81,"of the cold"
"down the days",81,"down the days"
"at the station",81,"at the station"
"as a place",81,"as a place"
"those who know",81,"those who know"
"a bowl and",81,"a bowl and"
"and allow to",81,"and allow to"
"ready to give",81,"ready to give"
"is a list",81,"is a list"
"point i was",81,"point i was"
"told you i",81,"told you i"
"slowly but surely",81,"slowly but surely"
"things are not",81,"things are not"
"it's really a",81,"it's really a"
"with that one",81,"with that one"
"an article in",81,"an article in"
"to me i'm",81,"to me i'm"
"you won't get",81,"you won't get"
"and the power",81,"and the power"
"when i made",81,"when i made"
"so excited that",81,"so excited that"
"of us i",81,"of us i"
"the history and",81,"the history and"
"doubt that the",81,"doubt that the"
"was raised in",81,"was raised in"
"she said you",81,"she said you"
"together with a",81,"together with a"
"will not go",81,"will not go"
"equivalent of a",81,"equivalent of a"
"show you a",81,"show you a"
"introduction to the",81,"introduction to the"
"is really the",81,"is really the"
"i'm not doing",81,"i'm not doing"
"we can learn",81,"we can learn"
"my new job",81,"my new job"
"to the test",81,"to the test"
"an emphasis on",81,"an emphasis on"
"have to pick",81,"have to pick"
"which made me",81,"which made me"
"that i must",81,"that i must"
"be giving away",81,"be giving away"
"years since i",81,"years since i"
"he's the one",81,"he's the one"
"if they can't",81,"if they can't"
"i'm not too",81,"i'm not too"
"don't you know",81,"don't you know"
"the price for",81,"the price for"
"to offer the",81,"to offer the"
"he has his",81,"he has his"
"star in the",81,"star in the"
"we go on",81,"we go on"
"of the college",81,"of the college"
"a tough one",81,"a tough one"
"and credit cards",81,"and credit cards"
"can live with",81,"can live with"
"maybe if i",81,"maybe if i"
"are close to",81,"are close to"
"that you didn't",81,"that you didn't"
"come in to",81,"come in to"
"you and all",81,"you and all"
"sure i could",81,"sure i could"
"to break into",81,"to break into"
"really proud of",81,"really proud of"
"character of the",81,"character of the"
"there was so",81,"there was so"
"to me she",81,"to me she"
"and let you",81,"and let you"
"and for me",81,"and for me"
"did just that",81,"did just that"
"the woods and",81,"the woods and"
"i don't agree",81,"i don't agree"
"las vegas and",81,"las vegas and"
"just bought a",81,"just bought a"
"right or wrong",81,"right or wrong"
"a third party",81,"a third party"
"decide what to",81,"decide what to"
"use to be",81,"use to be"
"corps of engineers",81,"corps of engineers"
"had a better",81,"had a better"
"have you done",81,"have you done"
"the kids have",81,"the kids have"
"you're not the",81,"you're not the"
